stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3339624,,Cruce Ruta 5 / Colegio Santo Tomás,,-35.45444988,-71.6912359,,,0,,,0
3339632,,Colin / veintinueve Sur,,-35.44816656,-71.68984889,,,0,,,0
3339636,,Colin / Veintiocho Sur,,-35.44781989,-71.6895871,,,0,,,0
3339641,,K-55,,-35.42536625,-71.60372615,,,0,,,0
3339987,,Cruce ruta 115 / Parada 1,,-35.44888984,-71.54365744,,,0,,,0
3339991,,K-555 / parada 2,,-35.44808117,-71.54309744,,,0,,,0
3339995,,K-555 / Parada 3,,-35.4466155,-71.5421689,,,0,,,0
3339999,,Cruce ruta 115 / Parada 1,,-35.44877995,-71.5434435,,,0,,,0
3340001,,K-555 / Parada 2,,-35.44631522,-71.54182613,,,0,,,0
3340006,,K-555 / Parada 4,,-35.44161153,-71.53748961,,,0,,,0
3340020,,K-555 / Parada 3,,-35.44419784,-71.53924048,,,0,,,0
3340024,,K-555 / Parada 4,,-35.43364919,-71.53451407,,,0,,,0
3340038,,Cruce Ruta 115 San Miguel / parada 1,,-35.43004383,-71.53382358,,,0,,,0
3340041,,Cruce Ruta 115 San Miguel / Parada 2,,-35.42890391,-71.54020664,,,0,,,0
3340042,,Cruce Ruta 115 San Miguel / Parada 3,,-35.42832071,-71.54358576,,,0,,,0
3340061,,Cruce Ruta 115 San Miguel / Parada 4,,-35.42379259,-71.56529464,,,0,,,0
3340068,,Cruce Ruta 115 San Miguel / Parada 3,,-35.42434094,-71.56236193,,,0,,,0
3340070,,Cruce Ruta 115 San Miguel / Parada 5,,-35.42216246,-71.57754254,,,0,,,0
3340077,,Cruce Ruta 115 San Miguel / Parada 6,,-35.4217377,-71.59041317,,,0,,,0
3340142,,Cruce Ruta 115 San Miguel / Parada 4,,-35.42235436,-71.57496214,,,0,,,0
3340143,,Cruce Ruta 115 San Miguel / Parada 2,,-35.42492474,-71.56002223,,,0,,,0
3340144,,Cruce Ruta 115 San Miguel / Parada 1,,-35.42701422,-71.5526247,,,0,,,0
3388257,,Calle 21 Poniente / Veintidos 1/2 Sur,,-35.43817973,-71.69466645,,,0,,,0
3388261,,Diecisiete Poniente / Veinte 1/2 Sur,,-35.43681039,-71.6900089,,,0,,,0
3388265,,Treinta y dos Ote / Pasaje Siete y medio Sur B,,-35.4425677,-71.62952632,,,0,,,0
3388279,,Terminal,,-35.43821469,-71.62611991,,,0,,,0
3388291,,Diecisiete Poniente / Diecinueve Sur,,-35.43578677,-71.68850541,,,0,,,0
3388474,,Terminal / Templanza,,-35.3934122,-71.65133268,,,0,,,0
3388493,,Cinco 1/2 / Ote B / Circunvalación Norte,,-35.39880835,-71.64776802,,,0,,,0
3388496,,Circunvalación Nte / Veintiuno 1/2 Norte,,-35.39973974,-71.64588358,,,0,,,0
3388507,,Circunvalación Norte / Cinco 1/2 Ote D,,-35.40017248,-71.64475309,,,0,,,0
3388513,,Veinte Norte B / Diecinueve Nte C,,-35.40280495,-71.64938807,,,0,,,0
3388514,,Diecinueve Norte C / Cinco 1/2 Ote,,-35.40244282,-71.65096661,,,0,,,0
3388522,,Cinco Oriente / Dieciseis Nte,,-35.40480071,-71.65360105,,,0,,,0
3388526,,Catorce Nte / Seis 1/2 Oriente B,,-35.40683533,-71.65150729,,,0,,,0
3388533,,Siete Oriente / Trece Nte,,-35.40961925,-71.65230095,,,0,,,0
3388580,,Dieciséis Sur / Nueve 1/2 Sur,,-35.4475811,-71.65765263,,,0,,,0
3388586,,Terminal / Once Oriente,,-35.44864011,-71.6519925,,,0,,,0
3388694,,Once Oriente / Cuatro Nte,,-35.42395086,-71.64968742,,,0,,,0
3388759,,Cinco 1/2 Oriente D / 20 Nte D,,-35.40149334,-71.64716824,,,0,,,0
3388766,,Circunvalación Norte / Cinco 1/2 Ote C,,-35.39937025,-71.64656907,,,0,,,0
3390952,,Avenida San Miguel / Calle 30 Ote,,-35.43440549,-71.62895915,,,0,,,0
3391043,,k-610 / Parada 1,,-35.45916198,-71.71922133,,,0,,,0
3391048,,k-610 / Parada 1,,-35.46126411,-71.72498791,,,0,,,0
3391064,,k-610 / Población Los Maitenes,,-35.46258184,-71.72806237,,,0,,,0
3391066,,k-610 / María Aux. Colín,,-35.46570036,-71.73170104,,,0,,,0
3391067,,k-610 / María Aux. Colín,,-35.46618146,-71.73200573,,,0,,,0
3391068,,K-610 / paradero 3,,-35.46953922,-71.73790748,,,0,,,0
3391242,,K-610 / Parada 3,,-35.46934559,-71.74383965,,,0,,,0
3391251,,Querquel / K-610,,-35.47119697,-71.74634559,,,0,,,0
3391253,,Quernel / paradero 3,,-35.47901713,-71.74714118,,,0,,,0
3391254,,Quernel / Paradero 1,,-35.47295575,-71.74644649,,,0,,,0
3391255,,Quernel / Paradero 2,,-35.47513571,-71.74663961,,,0,,,0
3391256,,Quernel / paradero 4,,-35.48028177,-71.74726993,,,0,,,0
3391257,,Quernel / Paradero 1,,-35.47294701,-71.74652427,,,0,,,0
3391263,,Quernel / Paradero 2,,-35.48182159,-71.75183773,,,0,,,0
3391265,,Quernel / Paradero 6,,-35.48497103,-71.75645918,,,0,,,0
3391266,,Terminal,,-35.48511954,-71.75848156,,,0,,,0
3391267,,Quernel / Paradero 5,,-35.48333735,-71.75399155,,,0,,,0
3391269,,k-610 / Parada 2,,-35.46139308,-71.72501028,,,0,,,0
3391906,,Quernel / Cementerio,,-35.48459101,-71.74788415,,,0,,,0
3719534,,Avenida Duao / Numpay,,-35.45372575,-71.68684203,,,0,,,0
3719538,,Avenida Duao / Chacarillas,,-35.45373707,-71.68496618,,,0,,,0
3766900,,Madrid / Pasaje Badajoz,,-35.43686043,-71.67318612,,,0,,,0
3766911,,San Juan / Bernardo O´Higgins,,-35.43428047,-71.67259637,,,0,,,0
3766914,,Bernardo O'Higgins / El Arenal,,-35.430526,-71.67149976,,,0,,,0
3766957,,Veintitrés Oriente / Psje Uno 1/2 Sur A,,-35.43147363,-71.633916,,,0,,,0
3766960,,Veintitrés Oriente / Cuatro Norte,,-35.42740193,-71.63179495,,,0,,,0
3766961,,Veintitrés Oriente / Dos Sur,,-35.4319448,-71.63410217,,,0,,,0
3766965,,Veintitrés Oriente / Diagonal Cam. al agua Potable,,-35.42528687,-71.63038847,,,0,,,0
3766967,,Veintitrés Oriente / Ocho 1/2 Norte,,-35.42405762,-71.62920449,,,0,,,0
3766977,,Diez Norte / Veintitres Ote,,-35.4234245,-71.6282838,,,0,,,0
3767008,,Avenida Circunvalación Oriente / Cinco Nte,,-35.42698144,-71.6260609,,,0,,,0
3767010,,Lago Laja / 25 Ote,,-35.42905774,-71.62901402,,,0,,,0
3767013,,Avenida Circunvalación Oriente / Cinco Nte,,-35.42710601,-71.62571489,,,0,,,0
3767014,,Avenida Circunvalación Oriente / Siete Nte,,-35.42500562,-71.62485123,,,0,,,0
4425238,,Culenar,,-35.45703453,-71.69296861,,,0,,,0
4425239,,Camino a Maule,,-35.46267985,-71.6948247,,,0,,,0
4425240,,Camino a Maule - Parque del Maule,,-35.46628006,-71.69600487,,,0,,,0
4425242,,Camino a Maule - Camino Barros Negros,,-35.47387317,-71.69817209,,,0,,,0
4425243,,Camino a Maule - Camino Ruta 5,,-35.47739425,-71.70013547,,,0,,,0
4425244,,Camino a Maule - Unihue,,-35.48527024,-71.70416415,,,0,,,0
4425245,,Camino a Maule - Escuela Numpay,,-35.48651513,-71.70473814,,,0,,,0
4425246,,Camino a Maule - Republica del Peru,,-35.51886668,-71.70033932,,,0,,,0
4425247,,Camino a Maule - Las Vertientes,,-35.52351221,-71.69851542,,,0,,,0
4425248,,Balmaceda - Camino a Talca,,-35.52483946,-71.69570446,,,0,,,0
4425249,,Balmaceda - Freire,,-35.52450328,-71.69395298,,,0,,,0
4425250,,Balmaceda - Bernardo O'Higgins,,-35.52423478,-71.69246167,,,0,,,0
4425251,,Ignacio Serrano - Portales,,-35.52090786,-71.68828815,,,0,,,0
4425252,,Balmaceda - Ignacio Serrano,,-35.52339433,-71.68778121,,,0,,,0
4425253,,Ignacio Serrano - Las Araucarias,,-35.51865928,-71.68887287,,,0,,,0
4425254,,Las Araucarias - Bernardo O'Higgins,,-35.51934914,-71.69342995,,,0,,,0
4425255,,Bernardo O'Higgins - Balmaceda,,-35.52144489,-71.6931054,,,0,,,0
4425256,,Diego Portales - Camilo Zamorano,,-35.5220998,-71.69612288,,,0,,,0
4425259,,Portales - Camino a Talca,,-35.52242944,-71.69867635,,,0,,,0
4425260,,Camino a Maule - Cajamarca,,-35.51850864,-71.70019448,,,0,,,0
4425262,,Camino a Talca - El Mirador,,-35.51645648,-71.70100987,,,0,,,0
4425263,,Camino a Talca - Flores de Unihue,,-35.49439459,-71.70478106,,,0,,,0
4425265,,Escuela Numpay,,-35.48651513,-71.70428753,,,0,,,0
4425266,,Camino a Talca - Camino a Ruta 5,,-35.47774373,-71.69967413,,,0,,,0
4425267,,Camino a Talca - Loteo Barros Negros,,-35.47372464,-71.69759274,,,0,,,0
4425268,,Camino a Talca - Colegio San Esteban,,-35.46725873,-71.69581175,,,0,,,0
4425269,,Camino a Talca - Parque del maule,,-35.46594801,-71.69527531,,,0,,,0
4425270,,Parada Camino a Talca,,-35.46262742,-71.69430971,,,0,,,0
4425271,,Terminal de Buses,,-35.43016581,-71.64733887,,,0,,,0
4425518,,3 Sur - Plaza Arturo Prat,,-35.43102253,-71.64497852,,,0,,,0
4425519,,Cruce varoli - Ruta 5,,-35.43205408,-71.63768291,,,0,,,0
4425520,,Ruta 5 - Cruce Tabaco,,-35.45031382,-71.64450645,,,0,,,0
4425521,,Ruta 5 Sur - Camino Los Patos Chacarillas,,-35.46861312,-71.65183157,,,0,,,0
4425522,,Ruta 5 - Cruce Unihue,,-35.48839334,-71.65965557,,,0,,,0
4425523,,Ruta 5 - Km 263,,-35.50003728,-71.66424751,,,0,,,0
4425524,,Ruta 5 - Cruce Maule,,-35.52169376,-71.67793751,,,0,,,0
4425525,,Ruta 5 - Pronto Copec,,-35.53113484,-71.68642402,,,0,,,0
4425526,,Ruta 5 - Puente Maule,,-35.5483726,-71.69681758,,,0,,,0
4425527,,Ruta 5 - Bobadilla,,-35.56234254,-71.69644207,,,0,,,0
4425528,,Ruta 5 - Bobadilla 2,,-35.57089744,-71.69889092,,,0,,,0
4425529,,Ruta 5 - Cruce La Palma,,-35.57714034,-71.70504281,,,0,,,0
4425530,,Ruta 5 - San Javier,,-35.59748576,-71.70709044,,,0,,,0
4425532,,Balmaceda - Ruta 5 Sur,,-35.60121436,-71.70702053,,,0,,,0
4425533,,Balmaceda - Warken,,-35.60064174,-71.70946662,,,0,,,0
4425534,,Balmaceda - Chanquico,,-35.60018116,-71.71155699,,,0,,,0
4425535,,Balmaceda - Viña Balduzzi 1,,-35.5997221,-71.71307965,,,0,,,0
4425643,,Balmaceda - Aldunate,,-35.59878073,-71.71696107,,,0,,,0
4425644,,Balmaceda- San Jeronimo,,-35.59836106,-71.71865182,,,0,,,0
4425645,,Balmaceda,,-35.59775626,-71.72106054,,,0,,,0
4425646,,Balmaceda - Las Araucarias,,-35.59722803,-71.72310282,,,0,,,0
4425647,,Balmaceda - León Gallo,,-35.59640544,-71.72626959,,,0,,,0
4425648,,Balmaceda - Chorrillos,,-35.59569662,-71.72897226,,,0,,,0
4425649,,Chorrillos - Sargento Aldea,,-35.5948344,-71.7289085,,,0,,,0
4425650,,Chorrillos - Torreblanca,,-35.59252683,-71.72695004,,,0,,,0
4425651,,Pulluquen - Chorrillos,,-35.5915558,-71.72648752,,,0,,,0
4425652,,Pulluquen - Colegio Leonardo Da Vinci,,-35.59123622,-71.72777248,,,0,,,0
4425653,,Pulluquen - Esmeralda,,-35.59088658,-71.72938501,,,0,,,0
4425654,,Pulluquen - Cienfuegos,,-35.59049413,-71.73109384,,,0,,,0
4425655,,Pulluquen - Miraflores,,-35.59026129,-71.73214867,,,0,,,0
4425656,,Pulluquen - Los Olivos,,-35.5894536,-71.73533494,,,0,,,0
4425657,,Pulluquen - Serrano,,-35.58892757,-71.73746071,,,0,,,0
4425658,,Serrano - Torreblanca,,-35.59017251,-71.73812643,,,0,,,0
4425659,,Serrano - Aurelio Meza,,-35.59189729,-71.7387637,,,0,,,0
4425660,,Jose T. Diaz - Aurelio Meza (Gimnasio Municipal),,-35.59161832,-71.7403151,,,0,,,0
4425661,,Jose T. Diaz - Arturo Prat,,-35.59274892,-71.74073677,,,0,,,0
4425662,,Juntas Viejas - Serrano,,-35.59463884,-71.74075243,,,0,,,0
4425663,,Juntas Viejas   - Plaza,,-35.59633576,-71.74015358,,,0,,,0
4425664,,Juntas Viejas - Villa Puesta del Sol,,-35.59729197,-71.73969456,,,0,,,0
4425666,,Juntas Viejas - Osvaldo Villalobos,,-35.59769273,-71.73642091,,,0,,,0
4425667,,Juntas Viejas - Cancha de Carreras,,-35.5977389,-71.73382891,,,0,,,0
4425668,,Cancha de Carreras - 2480,,-35.5980033,-71.73309039,,,0,,,0
4425669,,Cancha de Carreras - Chorrillos,,-35.59887059,-71.73166013,,,0,,,0
4425670,,Chorrillos - Alessandri,,-35.59728167,-71.73031639,,,0,,,0
4425671,,Chorrillos 1454,,-35.5963604,-71.72974415,,,0,,,0
4425672,,Balmaceda - Copec,,-35.59605312,-71.72846475,,,0,,,0
4425673,,Balmaceda - Leon Gallo,,-35.59645181,-71.72701877,,,0,,,0
4425674,,Balmaceda - Mac Iver,,-35.59701405,-71.72480422,,,0,,,0
4425675,,Balmaceda - Las Araucarias,,-35.59738744,-71.72306591,,,0,,,0
4425676,,Balmaceda - Lago Villarrica (El Mimbral),,-35.59788226,-71.72088016,,,0,,,0
4425677,,Balmaceda - San Geronimo,,-35.59832308,-71.71935745,,,0,,,0
4425678,,Balmaceda - Villa Jose Amigo,,-35.59867446,-71.71767877,,,0,,,0
4425680,,Balmaceda - Warnken,,-35.60059297,-71.71003163,,,0,,,0
4425681,,Balmaceda - Salida Ruta 5 Sur,,-35.60118463,-71.70752586,,,0,,,0
4425682,,Calle de Servicio Ruta 5 Sur Parada con Balmaceda,,-35.60109569,-71.7057247,,,0,,,0
4425683,,Ruta 5 Sur  -- Bobadilla,,-35.57749956,-71.70489656,,,0,,,0
4425684,,Ruta 5 Sur - Cruce Colbun - Bobadilla,,-35.569891,-71.69825578,,,0,,,0
4425686,,Ruta 5 Sur - Cruce Maule,,-35.52118749,-71.67698387,,,0,,,0
4425687,,Ruta 5 Sur - Cruce Unihue,,-35.48912911,-71.65959711,,,0,,,0
4425688,,Ruta 5 Sur - Chacarillas,,-35.48242479,-71.65693537,,,0,,,0
4425689,,Ruta 5 Sur - Chacarillas 1,,-35.48024686,-71.65610669,,,0,,,0
4425691,,Ruta 5 Sur - Cruce El Tabaco,,-35.45062074,-71.64432906,,,0,,,0
4425692,,21 Oriente - Cruce Varoli - Av San Miguel,,-35.4324868,-71.63693726,,,0,,,0
4425693,,3 1/2 Sur - Plaza Arturo Prat,,-35.43187705,-71.64426774,,,0,,,0
4425709,,Cruce Pueblecillo,,-35.54780499,-71.69634261,,,0,,,0
4426141,,6 Oriente - Alameda,,-35.42181847,-71.65799493,,,0,,,0
4426142,,6 Oriente - 6 Norte,,-35.41974839,-71.65780933,,,0,,,0
4426143,,Av Lircay - 19 Norte,,-35.40650621,-71.64474249,,,0,,,0
4426144,,Ruta 5 - Panguilemo,,-35.37628773,-71.59834027,,,0,,,0
4426145,,Ruta 5 - Cruce Pelarco,,-35.36897713,-71.59039038,,,0,,,0
4426146,,Ruta 5 - Panguilemo 2,,-35.35624534,-71.57820839,,,0,,,0
4426147,,Ruta 5 Sur - Alto Pangue,,-35.34903385,-71.57461913,,,0,,,0
4426148,,Ruta 5 Sur - Panguilemito,,-35.33587482,-71.55896311,,,0,,,0
4426149,,Ruta 5 Sur - Pronto Copec San Rafael,,-35.32000273,-71.53899493,,,0,,,0
4426150,,Ruta 5 Sur - San Rafael,,-35.30544239,-71.52065548,,,0,,,0
4426151,,Av Oriente - Villa Don Sebastian,,-35.302325,-71.51381314,,,0,,,0
4426152,,Av Oriente - Villa Don Sebastian 2,,-35.30113418,-71.51237547,,,0,,,0
4426153,,Av Cementerio - Cementerio de San Rafael,,-35.29979449,-71.51124358,,,0,,,0
4426154,,Interior Villa Don Sebastian,,-35.29964125,-71.51198387,,,0,,,0
4426155,,Villa Don Sebastian - Paradero 2,,-35.30046871,-71.5127027,,,0,,,0
4426156,,Villa Don Sebastian - Paradero 3,,-35.30121298,-71.5135181,,,0,,,0
4426157,,Villa Don Sebastian - Paradero 4,,-35.30193098,-71.5143013,,,0,,,0
4426158,,Villa Don Sebastian - Av Cementerio,,-35.30225933,-71.51395261,,,0,,,0
4426159,,Av Cementerio - San Rafael,,-35.30307363,-71.51474655,,,0,,,0
4426160,,Av Cementerio - Alcalde Libia Ronca,,-35.30389668,-71.5155834,,,0,,,0
4426161,,Av Oriente - Plaza San Rafael,,-35.30489264,-71.51666164,,,0,,,0
4426162,,Avenida Oriente - 2231,,-35.30603963,-71.51791692,,,0,,,0
4426163,,Av San Rafael - Los Sauces,,-35.30776445,-71.51417524,,,0,,,0
4426164,,Av San Rafael - Calle 2,,-35.30921783,-71.51181757,,,0,,,0
4426165,,Alcalde Livia Ronca - Av Cementerio,,-35.3038923,-71.51587844,,,0,,,0
4426166,,Escuela San Rafael,,-35.30761342,-71.51736975,,,0,,,0
4426167,,Av San Rafael - Los Sauces,,-35.30783231,-71.51440859,,,0,,,0
4426168,,Av San Rafael - Escuela San Rafael,,-35.3074602,-71.51730001,,,0,,,0
4426169,,Av Oriente - Plaza San Rafael,,-35.30497363,-71.51648998,,,0,,,0
4426170,,Av Cementerio -  Semaforos,,-35.30395797,-71.51539028,,,0,,,0
4426171,,San Rafael Poniente - Pasarela,,-35.30569616,-71.52155308,,,0,,,0
4426172,,Ruta 5 Sur - San Rafael Sur,,-35.30811602,-71.52450293,,,0,,,0
4426173,,Ruta 5 Sur - Frente Terpel,,-35.31213523,-71.5296701,,,0,,,0
4426174,,Ruta 5 Sur - Fente Pronto Copec San Rafael,,-35.32040889,-71.5400632,,,0,,,0
4426175,,Ruta 5 Sur - Alto pangue,,-35.34938332,-71.57532692,,,0,,,0
4426176,,20 Oriente - 2 Norte,,-35.4287146,-71.63624525,,,0,,,0
4426177,,20 Oriente - Av San Miguel,,-35.43114491,-71.63712502,,,0,,,0
4426196,,2 Norte - 21 Oriente,,-35.42904681,-71.63536549,,,0,,,0
4426204,,7 Oriente - 8 Norte,,-35.41722646,-71.6562438,,,0,,,0
4426205,,7 Oriente - 6 Norte,,-35.41970958,-71.65650129,,,0,,,0
4426206,,7 Oriente - Alameda,,-35.42259479,-71.65663004,,,0,,,0
4426207,,Alameda- 11 Oriente,,-35.42338165,-71.65034294,,,0,,,0
5225799,,Doce Ote / Catorce Sur,,-35.44714336,-71.65115565,,,0,,,0
5225818,,Doce Nte / Nueve Oriente,,-35.41280431,-71.65333897,,,0,,,0
5225819,,Doce Nte / Siete Ote,,-35.4123529,-71.65494964,,,0,,,0
5225820,,Avenida Isidoro del Solar / Tres Nte,,-35.42283085,-71.66971385,,,0,,,0
5225821,,Doce Ote / Tres 1/2 Sur,,-35.43183116,-71.64835811,,,0,,,0
5225822,,Dieciocho Ote / Ocho Sur,,-35.43704117,-71.64438307,,,0,,,0
5225844,,Calle 9 Nte / 6 Ote,,-35.41574005,-71.65723085,,,0,,,0
5225845,,Ocho Nte / 1 Ote,,-35.41668655,-71.6636306,,,0,,,0
5225846,,1 Ote / Cinco Nte,,-35.42013144,-71.66466862,,,0,,,0
5225847,,32 Ote / Once Sur,,-35.44683745,-71.63169086,,,0,,,0
5225848,,32 Ote / Nueve Sur,,-35.44402084,-71.62995815,,,0,,,0
5225877,,Ocho Sur / Treinta y Cuatro y Medio Ote B,,-35.44566406,-71.62310243,,,0,,,0
5225878,,32 Ote / Ocho 1/2 Sur,,-35.44317081,-71.62929028,,,0,,,0
5225879,,Ocho Sur / Veintiséis y Medio Ote,,-35.43907133,-71.636087,,,0,,,0
5225880,,Dos Ote / Cuatro Nte,,-35.42208333,-71.66345358,,,0,,,0
5225881,,Dos Ote / Cinco Nte,,-35.42071286,-71.6633597,,,0,,,0
5225882,,Av. 5 Pte / Veintiocho Sur,,-35.44862919,-71.6820091,,,0,,,0
5225883,,Ignacio Carrera Pinto / Tres Pte,,-35.44307467,-71.67257309,,,0,,,0
5225884,,Manuel Rodríguez / Pje. Ilusión,,-35.40938753,-71.66257113,,,0,,,0
5225885,,Doce Nte / Lircay,,-35.41292454,-71.65338725,,,0,,,0
5225904,,30 Oriente / Nueve Sur,,-35.44185751,-71.63372397,,,0,,,0
5225905,,Ocho Sur / Catorce Ote,,-35.43665218,-71.6456008,,,0,,,0
5225906,,Catorce Oriente / Siete Sur,,-35.43613644,-71.64601922,,,0,,,0
5226845,,Dos Norte / Tres Pte,,-35.42438707,-71.66887701,,,0,,,0
5226846,,Dos Nte / Cinco Pte,,-35.42414883,-71.67170942,,,0,,,0
5226922,,Sgto Candelaria / Pje América,,-35.44130903,-71.65945709,,,0,,,0
5226923,,Av. Isidoro del Solar / Cuatro Nte,,-35.42223633,-71.66992307,,,0,,,0
5226930,,21 Poniente / Veintisiete Sur,,-35.4422727,-71.69840276,,,0,,,0
5226932,,Ruta 118,,-35.40073452,-71.63212001,,,0,,,0
5226933,,Carlos Schorr / Colín,,-35.42926536,-71.67481542,,,0,,,0
5235142,,Diecinueve 1/2 Pte,,-35.44560943,-71.69855833,,,0,,,0
5235194,,29 Sur / Trece Pte,,-35.44710184,-71.69231415,,,0,,,0
5235195,,29 Sur / Once 1/2 Pte,,-35.44754322,-71.69113934,,,0,,,0
5235196,,Colin / Siete 1/2 Pte,,-35.44709747,-71.68886214,,,0,,,0
5235220,,Circunvalación / 16 Ote,,-35.41685486,-71.6374737,,,0,,,0
5235243,,14 Ote / Dieciséis Nte,,-35.41538812,-71.64017737,,,0,,,0
5235244,,14 Ote / Calle 9 Nte,,-35.41863634,-71.64378762,,,0,,,0
5235253,,28 Sur / Av. 10 Ote,,-35.45940937,-71.66055679,,,0,,,0
5235254,,9 Ote / 27 Sur,,-35.45741469,-71.66329265,,,0,,,0
5235255,,9 Ote / 26 Sur,,-35.45617809,-71.662606,,,0,,,0
5235256,,Catorce Sur / Carab Raúl Lucero,,-35.44567935,-71.65400952,,,0,,,0
5235257,,Diez Ote / Vice Sgto Pro Anselmo,,-35.44302878,-71.65317267,,,0,,,0
5235258,,Diez Ote / Mariano Latorre,,-35.44086105,-71.65245652,,,0,,,0
5235259,,Veinte Sur / Colin,,-35.44031911,-71.6830042,,,0,,,0
5235261,,14 Pte / 28 Sur,,-35.44598527,-71.69268698,,,0,,,0
5235262,,14 Pte / Veintisiete Sur,,-35.44458679,-71.69191182,,,0,,,0
5235283,,K-620,,-35.45465526,-71.69160873,,,0,,,0
5235284,,K - 620,,-35.45871244,-71.69334948,,,0,,,0
5235326,,Catorce Sur / Pje. América,,-35.44306592,-71.65993989,,,0,,,0
5235327,,Circunvalación Norte / 21 1/2 Nte,,-35.39993433,-71.64513946,,,0,,,0
5235328,,Cinco 1/2 Ote D / Veintiuno 1/2 Nte B,,-35.40127236,-71.64678901,,,0,,,0
5235336,,Diez Nte / Camino Agua Potable,,-35.4244439,-71.62690848,,,0,,,0
5235337,,23 Ote  / Villarrica,,-35.42873865,-71.63258672,,,0,,,0
5235475,,Madrid / San Juan,,-35.43491481,-71.67246044,,,0,,,0
5235486,,K-55 / 9 1/2 Nte C,,-35.42989917,-71.60655856,,,0,,,0
5235487,,K-55 / Cinco Nte,,-35.43302661,-71.60844415,,,0,,,0
5235488,,Av. San Miguel / Del Parque,,-35.43649921,-71.6224131,,,0,,,0
5235491,,K-610,,-35.45572802,-71.69789046,,,0,,,0
5235492,,Catorce Sur / Cuatro 1/2 Pte C,,-35.43792186,-71.6761592,,,0,,,0
5235493,,Catorce Sur / Circunvalación Sur,,-35.44020767,-71.6704461,,,0,,,0
5235494,,Circunvalación Sur / Piduco,,-35.43579989,-71.66966826,,,0,,,0
5235501,,Av. San Miguel / Uno Sur,,-35.43937508,-71.61388099,,,0,,,0
5235502,,K-55 / 9 Nte,,-35.43104438,-71.6071111,,,0,,,0
5235503,,K-55 / Calle 9 1/2 Nte C,,-35.429532,-71.60616159,,,0,,,0
5235513,,Cruce Panamericana Sur,,-35.36362846,-71.5860343,,,0,,,0
5235514,,Panamericana Sur km 278,,-35.38322455,-71.60478294,,,0,,,0
5235515,,Panguilemo I,,-35.36515301,-71.59155428,,,0,,,0
5235516,,Panguilemo II,,-35.3640878,-71.59022391,,,0,,,0
5240952,,K-610 / Parada 2,,-35.46144988,-71.72530264,,,0,,,0
5241338,,I - Nueve Oriente / Veintidós Sur O,,-35.450434,-71.66045219,,,0,,,0
5241339,,I - Nueve Oriente / Dieciocho Sur,,-35.44938739,-71.66064262,,,0,,,0
5241340,,I - Nueve Oriente / Catorce Sur,,-35.44436609,-71.65757149,,,0,,,0
5241341,,I - Catorce Sur / Pje Siete,,-35.44175044,-71.65832251,,,0,,,0
5241342,,I - 1 Pte / Uno Sur,,-35.4277005,-71.66672587,,,0,,,0
5241343,,I - Cuatro Oriente / Once Nte,,-35.41332895,-71.65988088,,,0,,,0
5241344,,I - Cuatro Oriente / Pje Doce 1/2 Nte,,-35.40893501,-71.65928811,,,0,,,0
5241345,,I - 4 Ote / Trece Nte,,-35.40725825,-71.65710747,,,0,,,0
5241346,,I - Trece Nte / Cinco Ote,,-35.40811521,-71.65596485,,,0,,,0
5241347,,I - Cinco Ote / Pje Germán Riesco,,-35.40614331,-71.65419996,,,0,,,0
5241348,,I - Cinco Ote / Catorce Nte,,-35.40522074,-71.65360987,,,0,,,0
5241349,,I - Cinco Ote / Dieciocho 1/2 Norte,,-35.40300827,-71.65297151,,,0,,,0
5241350,,I - Cinco Oriente,,-35.39856566,-71.65183961,,,0,,,0
5241351,,I - Carretera Acceso Norte / 5 Ote,,-35.39671596,-71.65116906,,,0,,,0
5241352,,I - Carretera Acceso Norte / Cinco 1/2 Oriente B,,-35.39758616,-71.64729059,,,0,,,0
5241357,,I - Carretera Acceso Norte,,-35.39788351,-71.64605945,,,0,,,0
5241358,,I - Don Gonzalo,,-35.39633334,-71.64533257,,,0,,,0
5241359,,I - Don Gonzalo / Calle Central,,-35.39605566,-71.64528966,,,0,,,0
5241360,,I - Circunvalación Nte / 5 1/2 Oriente G,,-35.39502365,-71.64980114,,,0,,,0
5241361,,I - Cruce Av. Lircay-Av. Circunvalación / 21 Nte,,-35.39523355,-71.65118515,,,0,,,0
5241362,,I - Cinco Ote / Diecinueve Nte B,,-35.40176646,-71.65266305,,,0,,,0
5241363,,I - Cinco Ote / Manuel Montt,,-35.40643625,-71.65456474,,,0,,,0
5241364,,I - Trece Nte / 4 Ote,,-35.40730197,-71.65688753,,,0,,,0
5241365,,I - Tres Ote / 9 Nte,,-35.41525915,-71.66149288,,,0,,,0
5241366,,I - Tres Ote / Siete Nte,,-35.41774451,-71.66175842,,,0,,,0
5241367,,I - Nueve Ote / Diez Sur,,-35.43817317,-71.6546452,,,0,,,0
5241368,,I - Once 1/2 Sur / Pje Sto Domingo,,-35.43973565,-71.6559273,,,0,,,0
5241369,,I - Cost / Siete Ote,,-35.43846163,-71.65815353,,,0,,,0
5241370,,I - Cinco 1/2 Ote / El Arroyo,,-35.44163681,-71.66157871,,,0,,,0
5241371,,I - Trece Sur / Pje América,,-35.44127188,-71.65974677,,,0,,,0
5241372,,I - Catorce Sur / Pje Veintitrés,,-35.44173296,-71.65852904,,,0,,,0
